sensor_id,flow_lag_1,flow_lag_2,flow_lag_3,flow_lag_6,flow_lag_12,speed_lag_1,speed_lag_2,speed_lag_3,speed_lag_6,speed_lag_12,occupancy_lag_1,occupancy_lag_2,occupancy_lag_3,occupancy_lag_6,occupancy_lag_12,flow_roll_mean_3,flow_roll_std_3,flow_roll_mean_6,flow_roll_std_6,flow_roll_mean_12,flow_roll_std_12,speed_roll_mean_3,speed_roll_std_3,speed_roll_mean_6,speed_roll_std_6,speed_roll_mean_12,speed_roll_std_12,occupancy_roll_mean_3,occupancy_roll_std_3,occupancy_roll_mean_6,occupancy_roll_std_6,occupancy_roll_mean_12,occupancy_roll_std_12,hour,weekday,is_weekend,flow_target,source
PEMSD3_014,66.89269256591797,45.60335159301758,76.3599624633789,73.78009796142578,30.084136962890625,53.678314208984375,55.508914947509766,54.10235595703125,48.67982864379883,61.780731201171875,0.3721797466278076,0.2486511468887329,0.3896941840648651,0.36966967582702637,0.15382063388824463,52.12522888183594,9.850032806396484,56.04079055786133,15.531792640686035,51.25318908691406,15.48816967010498,56.22405242919922,6.248188018798828,55.62287902832031,6.012615203857422,56.84825134277344,4.752427101135254,0.2853916585445404,0.08642802387475967,0.3396158218383789,0.11880095303058624,0.3263638913631439,0.10841132700443268,1.0,0.0,0.0,43.296661376953125,synthetic_gan
PEMSD3_011,35.6732292175293,53.44715118408203,25.383529663085938,35.44156265258789,22.572288513183594,63.11343765258789,51.640769958496094,53.82946014404297,55.70580291748047,61.074737548828125,0.19395866990089417,0.38963979482650757,0.20214977860450745,0.28259098529815674,0.16805484890937805,33.650943756103516,4.841915130615234,36.51255798339844,7.591195583343506,37.395748138427734,10.424869537353516,56.33494186401367,6.186496734619141,56.21468734741211,4.992148399353027,59.13334274291992,4.3348164558410645,0.264936625957489,0.06823355704545975,0.19086837768554688,0.06837309151887894,0.2541988492012024,0.08268336206674576,13.0,4.0,1.0,42.89616775512695,synthetic_gan
PEMSD3_012,116.1963882446289,93.964599609375,117.46266174316406,112.75643920898438,80.32050323486328,43.38451385498047,50.88278579711914,47.6837158203125,41.961669921875,50.475650787353516,0.6751099824905396,0.5140408873558044,0.6658417582511902,0.642074465751648,0.4549565315246582,110.18255615234375,4.854478359222412,111.68057250976562,11.138044357299805,98.13658142089844,16.99519920349121,46.68806457519531,2.095221996307373,46.663639068603516,3.9460296630859375,46.850921630859375,4.330483913421631,0.6261492967605591,0.032402753829956055,0.613319456577301,0.08017712831497192,0.6323144435882568,0.10442157089710236,6.0,2.0,0.0,136.10540771484375,synthetic_gan
PEMSD3_013,77.14378356933594,72.36823272705078,43.422542572021484,57.603004455566406,57.314178466796875,50.247528076171875,53.404571533203125,51.02604675292969,53.63263702392578,55.738956451416016,0.42780444025993347,0.49545538425445557,0.24854649603366852,0.4219744801521301,0.29953816533088684,65.43458557128906,3.9880361557006836,53.03621292114258,5.594427585601807,62.06765365600586,10.690465927124023,52.4315299987793,3.2390835285186768,53.11821746826172,2.9797146320343018,55.016136169433594,3.9105279445648193,0.3872222304344177,0.06120465695858002,0.3528067469596863,0.05463491380214691,0.4241231679916382,0.07644113898277283,12.0,5.0,1.0,54.100364685058594,synthetic_gan
PEMSD3_013,74.44359588623047,63.42634582519531,58.894493103027344,82.80433654785156,71.62262725830078,52.595306396484375,49.23798751831055,58.757041931152344,43.44688034057617,50.28605651855469,0.3984242081642151,0.37087661027908325,0.3414548635482788,0.5456662774085999,0.4666864275932312,60.34587860107422,15.596508026123047,61.62141418457031,11.326844215393066,68.10270690917969,11.758996963500977,51.37885284423828,4.72111177444458,53.851139068603516,3.943964719772339,53.143943786621094,3.6513149738311768,0.39699098467826843,0.08266565948724747,0.392556756734848,0.07133889198303223,0.3587959110736847,0.07058855891227722,20.0,1.0,0.0,67.1447525024414,synthetic_gan
PEMSD3_012,105.62596130371094,108.024658203125,92.0926742553711,84.89173126220703,89.47532653808594,43.8663330078125,48.92823028564453,43.32175827026367,50.871849060058594,49.94685363769531,0.6599531769752502,0.7194132208824158,0.5201193690299988,0.5747807025909424,0.5127205848693848,106.58282470703125,4.921496391296387,105.62825775146484,7.262083530426025,98.20693969726562,11.10118579864502,45.23992156982422,2.587639808654785,44.67269515991211,2.2349369525909424,48.558128356933594,3.5296876430511475,0.6284289360046387,0.05925964191555977,0.6000887155532837,0.05919433385133743,0.6270968914031982,0.07724837958812714,18.0,6.0,1.0,115.38368225097656,synthetic_gan
PEMSD3_014,102.9414291381836,90.34630584716797,70.84223175048828,75.85140991210938,92.54035186767578,44.6093864440918,50.274131774902344,52.050331115722656,52.871707916259766,44.8829460144043,0.6016125679016113,0.5581367611885071,0.456587553024292,0.44690755009651184,0.5074707865715027,94.2975082397461,1.1686278271850732,99.93934631347656,16.359004974365234,91.99429321289062,15.957509994506836,46.63276290893555,4.279139518737793,48.02885818481445,5.0144734382629395,48.225364685058594,4.741391181945801,0.6066166162490845,0.02747764065861702,0.5724549293518066,0.12313887476921082,0.5590234994888306,0.10749523341655731,15.0,6.0,1.0,92.38484191894531,synthetic_gan
PEMSD3_012,51.02937698364258,59.36216354370117,38.59764862060547,53.1936149597168,40.67249298095703,54.39399337768555,55.27656936645508,58.30152130126953,54.535789489746094,56.68758773803711,0.3442891240119934,0.3231496512889862,0.23982985317707062,0.3319268524646759,0.19469943642616272,54.939918518066406,14.567150115966797,48.86278533935547,15.048393249511719,52.2673454284668,13.948647499084473,55.212894439697266,2.4486629962921143,56.468170166015625,3.0913047790527344,55.1277961730957,3.0658817291259766,0.34832748770713806,0.10186488926410675,0.321135938167572,0.09725597500801086,0.323894739151001,0.08702660351991653,0.0,5.0,1.0,36.650474548339844,synthetic_gan
PEMSD3_014,77.02206420898438,53.425392150878906,24.751907348632812,63.747283935546875,42.01230239868164,45.83848571777344,56.565895080566406,57.61150360107422,53.246429443359375,57.72154235839844,0.49786120653152466,0.2937857210636139,0.2441256046295166,0.3453202247619629,0.15797847509384155,61.86924743652344,11.906041145324707,48.32276153564453,12.364814758300781,47.69438934326172,13.913708686828613,52.691097259521484,4.434327125549316,55.06415557861328,4.507354259490967,55.91050338745117,4.011637210845947,0.40098071098327637,0.1015353798866272,0.292038232088089,0.09896450489759445,0.2984391450881958,0.0930979773402214,1.0,6.0,1.0,47.884761810302734,synthetic_gan
PEMSD3_013,96.20689392089844,88.05996704101562,99.27494812011719,108.10723876953125,133.09796142578125,48.52492904663086,44.52568054199219,48.62678146362305,48.8807487487793,43.4946403503418,0.586452066898346,0.545703649520874,0.6256470084190369,0.6238152384757996,0.7986695766448975,101.3838882446289,9.58814811706543,101.04914855957031,9.862975120544434,107.43683624267578,13.793753623962402,47.25896453857422,0.48548340797424316,46.5845832824707,1.5160290002822876,45.54425811767578,2.9770636558532715,0.5543298125267029,0.02658403292298317,0.620284914970398,0.044691115617752075,0.6282171010971069,0.07406558096408844,19.0,2.0,0.0,102.4500732421875,synthetic_gan
