timestamp,sensor_id,flow,speed,occupancy,district,hour,weekday,is_weekend,time_slot,flow_lag_1,flow_lag_2,flow_lag_3,flow_lag_6,flow_lag_12,speed_lag_1,speed_lag_2,speed_lag_3,speed_lag_6,speed_lag_12,occupancy_lag_1,occupancy_lag_2,occupancy_lag_3,occupancy_lag_6,occupancy_lag_12,flow_roll_mean_3,flow_roll_std_3,flow_roll_mean_6,flow_roll_std_6,flow_roll_mean_12,flow_roll_std_12,speed_roll_mean_3,speed_roll_std_3,speed_roll_mean_6,speed_roll_std_6,speed_roll_mean_12,speed_roll_std_12,occupancy_roll_mean_3,occupancy_roll_std_3,occupancy_roll_mean_6,occupancy_roll_std_6,occupancy_roll_mean_12,occupancy_roll_std_12,flow_target
2024-02-01 01:00:00,PEMSD3_007,23.97,65.17,0.1349,D3,1,3,0,0,36.78,42.62,40.48,49.69,40.69,58.82,58.16,59.3,50.51,53.61,0.2143,0.2611,0.2293,0.3674,0.3019,34.45666666666667,9.539603415935769,33.05833333333333,14.316764182826603,38.329166666666666,11.740870695862794,60.71666666666666,3.870792339216015,59.72666666666667,3.5549158452299,58.0325,4.257511276876116,0.20343333333333333,0.0637979101016119,0.2051166666666667,0.08320236575162192,0.2412416666666667,0.07923259726714109,31.66
2024-02-01 01:05:00,PEMSD3_007,53.57,54.47,0.3182,D3,1,3,0,0,23.97,36.78,42.62,8.35,35.34,65.17,58.82,58.16,62.12,61.2,0.1349,0.2143,0.2611,0.0822,0.2259,38.10666666666666,14.844528733958967,40.595,9.942508234846986,39.848333333333336,12.475364693764437,59.48666666666666,5.381062472535824,58.45166666666666,3.8816976526600637,57.47166666666667,4.245579162404399,0.22246666666666667,0.09192248546103042,0.24444999999999997,0.06783779919779238,0.24893333333333334,0.08203830960243053,37.94
2024-02-01 01:10:00,PEMSD3_007,35.17,57.18,0.2031,D3,1,3,0,0,53.57,23.97,36.78,46.15,48.23,54.47,65.17,58.82,54.79,54.87,0.3182,0.1349,0.2143,0.3089,0.2803,37.57,14.945233353815526,38.765,9.723646949576073,38.76,12.245232096245015,58.94,5.562885941667329,58.849999999999994,3.5382255439697414,57.66416666666667,4.168562992716128,0.21873333333333334,0.09264460768621857,0.22681666666666667,0.06115594547275569,0.24250000000000002,0.08238120924314984,39.75
2024-02-01 01:15:00,PEMSD3_007,31.66,59.9,0.1457,D3,1,3,0,0,35.17,53.57,23.97,40.48,40.01,57.18,54.47,65.17,59.3,60.65,0.2031,0.3182,0.1349,0.2293,0.2086,40.13333333333333,11.768093870008576,37.295,10.072943462563464,38.064166666666665,12.403958648412013,57.18333333333334,2.715001534683411,58.95000000000001,3.561887140267076,57.60166666666666,4.125122220411578,0.22233333333333336,0.08784363000999759,0.2128833333333333,0.06943942444077908,0.23725833333333332,0.086625961449035,30.82
2024-02-01 01:20:00,PEMSD3_007,37.94,55.18,0.2483,D3,1,3,0,0,31.66,35.17,53.57,42.62,47.15,59.9,57.18,54.47,58.16,52.11,0.1457,0.2031,0.3182,0.2611,0.3292,34.92333333333334,3.1472580658937837,36.515,9.754290850697451,37.29666666666666,12.071131854239033,57.419999999999995,2.3691348631937235,58.453333333333326,3.887002272531706,57.857499999999995,3.838840082865943,0.19903333333333337,0.05142074808220274,0.21075000000000002,0.06784003979951662,0.23051666666666668,0.0818356871845633,49.88
2024-02-01 01:25:00,PEMSD3_007,39.75,53.98,0.2697,D3,1,3,0,0,37.94,31.66,35.17,36.78,41.18,55.18,59.9,57.18,58.82,58.69,0.2483,0.1457,0.2031,0.2143,0.2528,36.449999999999996,4.245833251553822,37.01,9.845362360014994,37.1775,12.036318619457152,56.35333333333333,3.129558009261569,57.64666666666667,4.278222372278779,57.464999999999996,3.984023776854936,0.2212333333333333,0.06628313008098934,0.21998333333333334,0.0720587653701246,0.23192500000000002,0.08239751899398208,57.58
2024-02-01 01:30:00,PEMSD3_007,30.82,59.02,0.2018,D3,1,3,0,0,39.75,37.94,31.66,23.97,49.69,53.98,55.18,59.9,65.17,50.51,0.2697,0.2483,0.1457,0.1349,0.3674,36.169999999999995,4.720794424670503,38.151666666666664,8.30794659748525,35.605,11.472436136631615,56.06,2.632717227504674,56.62166666666666,2.4697240061728927,58.17416666666667,3.3385883198886614,0.23993333333333336,0.03471459827411732,0.23113333333333333,0.06051091361619544,0.218125,0.07067957304239003,37.39
2024-02-01 01:35:00,PEMSD3_007,49.88,54.11,0.3065,D3,1,3,0,0,30.82,39.75,37.94,53.57,8.35,59.02,53.98,55.18,54.47,62.12,0.2018,0.2697,0.2483,0.3182,0.0822,40.15,9.53629382936579,37.53666666666667,6.966625199238632,39.06583333333334,8.339374794893022,55.703333333333326,2.873052963892804,56.56166666666667,2.535937039176384,57.50666666666667,3.2781517335045374,0.25933333333333336,0.053114247931542284,0.2291833333333333,0.05724433305285919,0.23681666666666668,0.060372793892814365,37.98
2024-02-01 01:40:00,PEMSD3_007,57.58,51.27,0.3619,D3,1,3,0,0,49.88,30.82,39.75,35.17,46.15,54.11,59.02,53.98,57.18,54.79,0.3065,0.2018,0.2697,0.2031,0.3089,46.093333333333334,13.776012969409301,41.27166666666667,10.536622640422635,40.01833333333333,9.754713390629854,54.800000000000004,3.920803489082291,55.576666666666675,3.2849028397605182,57.21333333333334,3.6766124065338732,0.2900666666666667,0.08130524788310614,0.25565,0.0763086299182471,0.24123333333333333,0.06762823957400331,50.95
2024-02-01 01:45:00,PEMSD3_007,37.39,54.8,0.2313,D3,1,3,0,0,57.58,49.88,30.82,31.66,40.48,51.27,54.11,59.02,59.9,59.3,0.3619,0.3065,0.2018,0.1457,0.2293,48.28333333333334,10.189260686297764,42.22666666666667,9.719188580672098,39.76083333333333,9.782164157591135,53.39333333333334,1.8709445030072827,54.72666666666667,2.5111723689676797,56.83833333333333,3.673922435300734,0.29990000000000006,0.06554967581918311,0.26991666666666664,0.05726731761368488,0.24139999999999998,0.06759861483250029,60.4
2024-02-01 01:50:00,PEMSD3_007,37.98,57.65,0.227,D3,1,3,0,0,37.39,57.58,49.88,37.94,42.62,54.8,51.27,54.11,55.18,58.16,0.2313,0.3619,0.3065,0.2483,0.2611,44.31666666666666,11.490171162055562,42.233333333333334,9.715673248245173,39.37416666666667,9.75052675344758,54.57333333333333,3.196034000653493,55.13833333333334,2.7875969340395557,56.79583333333333,3.6601675528794484,0.27340000000000003,0.07667339825519673,0.26636666666666664,0.05949230762600038,0.23855833333333334,0.06741167228756503,59.33
2024-02-01 01:55:00,PEMSD3_007,50.95,54.09,0.341,D3,1,3,0,0,37.98,37.39,57.58,39.75,36.78,57.65,54.8,51.27,53.98,58.82,0.227,0.2313,0.3619,0.2697,0.2143,42.10666666666666,7.664230772447638,44.1,10.206646853888907,40.555,10.252885624855264,55.51333333333333,1.8841532138690804,55.156666666666666,2.7788030996576074,56.40166666666667,3.677016659623876,0.26643333333333336,0.06461240850899572,0.27825000000000005,0.06694537325312329,0.24911666666666665,0.07296060996222967,30.3
